id_entrega,id_pedido,status_entrega,data_envio,data_entrega_prevista,data_entrega_real,transportadora,codigo_rastreio,updated_at
2071,12542,entregue,2023-03-05T00:00:00,2023-03-14,2023-03-19,Loggi,CM567677247BR,2026-04-07T00:00:00
2072,2933,entregue,2024-01-25T00:00:00,2024-02-04,2024-02-03,Latam Cargo,BF321395033BR,2026-04-06T00:00:00
2073,3425,entregue,2024-09-12T00:00:00,2024-09-15,2024-09-15,Loggi,YH603063932BR,2024-12-08T00:00:00
2074,7023,entregue,2024-02-29T00:00:00,2024-03-16,2024-03-21,Azul Cargo,PF404601190BR,2024-12-24T00:00:00
2075,952,entregue,2023-08-14T00:00:00,2023-08-29,2023-08-29,Latam Cargo,ZD027631706BR,2023-12-17T00:00:00
2076,6392,entregue,2023-12-05T00:00:00,2023-12-15,2023-12-17,DHL,XA442475437BR,2026-04-26T00:00:00
2077,11704,entregue,2025-07-10T00:00:00,2025-07-23,2025-07-26,Total Express,SC667879647BR,2026-01-25T00:00:00
2078,1572,entregue,2025-10-09T00:00:00,2025-10-28,2025-10-31,DHL,DC541679725BR,2026-03-10T00:00:00
2079,129,entregue,2024-12-26T00:00:00,2025-01-06,2025-01-09,Latam Cargo,JG228545821BR,2025-07-27T00:00:00
2080,5857,entregue,2024-09-25T00:00:00,2024-10-03,2024-10-02,Loggi,VH587402268BR,2024-10-29T00:00:00
2081,14406,entregue,2025-12-31T00:00:00,2026-01-10,2026-01-09,Total Express,AH068956029BR,2026-02-26T00:00:00
2082,10693,devolvido,2024-08-09T00:00:00,2024-08-16,2024-08-23,DHL,RK192160900BR,2026-01-13T00:00:00
2083,9490,em_transito,2023-10-30T00:00:00,2023-11-17,,JadLog,QL658699620BR,2024-01-03T00:00:00
2084,7820,entregue,2025-06-29T00:00:00,2025-07-19,2025-07-22,Loggi,JF663957661BR,2026-04-30T00:00:00
2085,10384,entregue,2025-06-04T00:00:00,2025-06-07,2025-06-07,Azul Cargo,DT374937981BR,2025-06-06T00:00:00
2086,13601,entregue,2023-11-24T00:00:00,2023-11-29,2023-11-28,Latam Cargo,VL675024651BR,2025-07-31T00:00:00
2087,2836,entregue,2024-01-03T00:00:00,2024-01-13,2024-01-17,DHL,VK248858148BR,2025-10-22T00:00:00
2088,7186,entregue,2026-03-01T00:00:00,2026-03-19,2026-03-18,DHL,ET310194822BR,2026-04-14T00:00:00
2089,13750,entregue,2024-06-26T00:00:00,2024-07-04,2024-07-02,Azul Cargo,PT246958555BR,2026-04-21T00:00:00
2090,439,entregue,2023-12-15T00:00:00,2024-01-03,2024-01-08,FedEx,NX574029642BR,2024-02-01T00:00:00
2091,1080,entregue,2026-03-21T00:00:00,2026-03-26,2026-03-30,DHL,AS152452594BR,2026-03-23T00:00:00
2092,12571,entregue,2023-07-22T00:00:00,2023-08-09,2023-08-10,FedEx,KC931828152BR,2025-08-07T00:00:00
2093,13500,entregue,2026-01-06T00:00:00,2026-01-10,2026-01-10,Latam Cargo,XO948604140BR,2026-04-17T00:00:00
2094,9819,entregue,2023-09-02T00:00:00,2023-09-15,2023-09-14,Total Express,GP919905941BR,2025-12-18T00:00:00
2095,7927,entregue,2026-03-17T00:00:00,2026-03-20,2026-03-18,Total Express,GE748275890BR,2026-03-19T00:00:00
2096,7454,entregue,2024-12-12T00:00:00,2024-12-22,2024-12-26,DHL,TI131165895BR,2026-02-22T00:00:00
2097,13845,entregue,2023-08-08T00:00:00,2023-08-16,2023-08-14,Azul Cargo,FB785634563BR,2024-07-02T00:00:00
2098,3201,entregue,2023-03-25T00:00:00,2023-03-30,2023-03-30,Correios,ZJ765422409BR,2024-11-01T00:00:00
2099,9888,entregue,2026-01-01T00:00:00,2026-01-11,2026-01-15,Latam Cargo,ME112342404BR,2026-02-13T00:00:00
2100,8555,entregue,2025-11-11T00:00:00,2025-11-27,2025-11-27,FedEx,IQ839197902BR,2026-04-21T00:00:00
2101,13043,em_transito,2024-02-07T00:00:00,2024-02-22,,DHL,SD312298619BR,2025-02-28T00:00:00
2102,9658,entregue,2025-04-05T00:00:00,2025-04-19,2025-04-24,Azul Cargo,TH075579506BR,2026-01-28T00:00:00
2103,9993,entregue,2023-07-22T00:00:00,2023-08-01,2023-07-30,DHL,VN483944222BR,2025-05-27T00:00:00
2104,11071,pendente,2024-04-22T00:00:00,2024-05-06,,Latam Cargo,BV693278189BR,2026-06-11T00:00:00
2105,6656,entregue,2024-07-02T00:00:00,2024-07-09,2024-07-09,DHL,FY060567515BR,2025-01-08T00:00:00
2106,8193,entregue,2024-03-05T00:00:00,2024-03-16,2024-03-19,FedEx,US183302920BR,2025-09-12T00:00:00
2107,3867,entregue,2026-01-01T00:00:00,2026-01-19,2026-01-20,Total Express,JL515448124BR,2026-05-17T00:00:00
2108,7872,devolvido,2024-05-09T00:00:00,2024-05-26,2024-06-03,Loggi,OQ050117862BR,2025-02-03T00:00:00
2109,1007,entregue,2025-03-22T00:00:00,2025-03-26,2025-03-25,Azul Cargo,GZ450344221BR,2026-04-07T00:00:00
2110,12901,entregue,2026-01-15T00:00:00,2026-01-29,2026-01-27,Azul Cargo,PB542204478BR,2026-02-05T00:00:00
2111,13627,entregue,2025-07-24T00:00:00,2025-08-06,2025-08-04,Azul Cargo,QG441368974BR,2026-05-21T00:00:00
2112,13253,entregue,2025-04-10T00:00:00,2025-04-29,2025-04-29,Azul Cargo,GX786514489BR,2025-10-22T00:00:00
2113,7798,em_transito,2025-03-15T00:00:00,2025-03-18,,FedEx,CE810640332BR,2025-05-16T00:00:00
2114,4186,entregue,2026-01-28T00:00:00,2026-02-12,2026-02-15,Correios,WM056408888BR,2026-03-03T00:00:00
2115,8247,entregue,2025-09-19T00:00:00,2025-10-09,2025-10-12,Loggi,BJ842675335BR,2025-11-27T00:00:00
2116,6538,pendente,2023-12-09T00:00:00,2023-12-22,,Loggi,YR469472281BR,2024-02-26T00:00:00
2117,8647,entregue,2024-03-28T00:00:00,2024-04-01,2024-04-05,JadLog,YU213833079BR,2026-05-12T00:00:00
2118,11763,entregue,2026-05-28T00:00:00,2026-06-05,2026-06-03,Latam Cargo,IP183016898BR,2026-06-03T00:00:00
2119,13472,entregue,2026-03-09T00:00:00,2026-03-27,2026-03-26,Latam Cargo,CM701234889BR,2026-05-03T00:00:00
2120,13940,devolvido,2026-04-23T00:00:00,2026-05-09,2026-05-18,JadLog,LJ645173424BR,2026-05-13T00:00:00
2121,8744,entregue,2023-09-02T00:00:00,2023-09-14,2023-09-19,Latam Cargo,YR641925796BR,2026-06-08T00:00:00
2122,780,entregue,2023-02-07T00:00:00,2023-02-20,2023-02-24,Latam Cargo,SX870753995BR,2024-09-14T00:00:00
2123,2556,entregue,2023-09-06T00:00:00,2023-09-18,2023-09-22,Total Express,QL359967795BR,2025-08-30T00:00:00
2124,7877,em_transito,2024-01-23T00:00:00,2024-01-31,,FedEx,UK851212195BR,2024-06-11T00:00:00
2125,5319,entregue,2026-04-05T00:00:00,2026-04-08,2026-04-13,Latam Cargo,BZ533604575BR,2026-04-13T00:00:00
2126,3423,entregue,2024-07-06T00:00:00,2024-07-14,2024-07-16,Loggi,PT334686538BR,2025-06-26T00:00:00
2127,14093,entregue,2025-04-28T00:00:00,2025-05-06,2025-05-10,Total Express,DQ651399709BR,2025-07-11T00:00:00
2128,10536,em_transito,2024-05-08T00:00:00,2024-05-21,,DHL,TZ936552731BR,2024-09-25T00:00:00
2129,4907,em_transito,2023-04-20T00:00:00,2023-04-29,,Latam Cargo,FL661966774BR,2025-03-22T00:00:00
2130,12130,entregue,2025-03-26T00:00:00,2025-04-01,2025-04-03,JadLog,PL644920171BR,2025-07-02T00:00:00
2131,609,pendente,2026-01-08T00:00:00,2026-01-14,,Correios,YX228818009BR,2026-01-23T00:00:00
2132,7724,entregue,2025-02-28T00:00:00,2025-03-14,2025-03-15,Correios,CG946542617BR,2025-05-15T00:00:00
2133,14654,entregue,2026-03-29T00:00:00,2026-04-04,2026-04-03,FedEx,BD160202030BR,2026-04-23T00:00:00
2134,13283,entregue,2025-10-22T00:00:00,2025-11-01,2025-11-05,Loggi,GD623876816BR,2025-12-27T00:00:00
2135,10061,entregue,2023-07-13T00:00:00,2023-07-19,2023-07-19,FedEx,WP645321101BR,2026-06-05T00:00:00
2136,13071,pendente,2025-06-03T00:00:00,2025-06-19,,FedEx,VD934946915BR,2025-06-15T00:00:00
2137,11657,entregue,2023-07-28T00:00:00,2023-08-11,2023-08-09,Correios,VA075277983BR,2025-07-02T00:00:00
2138,12566,em_transito,2023-01-16T00:00:00,2023-01-26,,JadLog,QB569742283BR,2025-01-08T00:00:00
2139,13698,entregue,2023-04-21T00:00:00,2023-05-06,2023-05-07,DHL,KO433767398BR,2025-12-07T00:00:00
2140,2946,pendente,2024-05-28T00:00:00,2024-06-17,,DHL,CX925844066BR,2026-01-04T00:00:00
2141,907,entregue,2023-03-10T00:00:00,2023-03-28,2023-03-26,JadLog,VJ231514681BR,2024-11-03T00:00:00
2142,12305,entregue,2024-12-22T00:00:00,2025-01-11,2025-01-11,Latam Cargo,AL654873069BR,2025-04-09T00:00:00
2143,6940,entregue,2023-02-14T00:00:00,2023-02-20,2023-02-21,Loggi,ZB064208466BR,2023-05-03T00:00:00
2144,7398,entregue,2023-07-04T00:00:00,2023-07-13,2023-07-17,Correios,WM666796713BR,2025-02-24T00:00:00
2145,4853,entregue,2024-01-17T00:00:00,2024-01-24,2024-01-22,Latam Cargo,XS314639536BR,2024-12-12T00:00:00
2146,5084,entregue,2024-03-17T00:00:00,2024-03-20,2024-03-24,DHL,RP128409517BR,2024-09-29T00:00:00
2147,5724,em_transito,2023-09-28T00:00:00,2023-10-02,,Correios,EN293299475BR,2024-02-08T00:00:00
2148,9484,entregue,2025-10-31T00:00:00,2025-11-12,2025-11-10,Latam Cargo,QG147634695BR,2026-04-23T00:00:00
2149,775,pendente,2023-02-22T00:00:00,2023-03-07,,FedEx,DE586440004BR,2023-03-13T00:00:00
2150,14813,pendente,2023-07-11T00:00:00,2023-07-25,,JadLog,NU593355423BR,2026-01-21T00:00:00
2151,3109,em_transito,2023-11-30T00:00:00,2023-12-13,,Azul Cargo,LJ911226086BR,2024-06-17T00:00:00
2152,13149,entregue,2023-03-03T00:00:00,2023-03-18,2023-03-19,DHL,RR230290880BR,2025-11-13T00:00:00
2153,3406,entregue,2023-10-18T00:00:00,2023-10-23,2023-10-28,Correios,KI209526243BR,2026-02-24T00:00:00
2154,10304,em_transito,2023-07-03T00:00:00,2023-07-21,,JadLog,BF219787381BR,2023-08-31T00:00:00
2155,56,entregue,2024-04-07T00:00:00,2024-04-15,2024-04-14,Latam Cargo,XH712206384BR,2025-09-25T00:00:00
2156,13089,devolvido,2025-09-10T00:00:00,2025-09-18,2025-09-27,FedEx,LV000349892BR,2025-10-11T00:00:00
2157,14543,entregue,2023-12-17T00:00:00,2024-01-05,2024-01-05,JadLog,LP227363568BR,2024-07-31T00:00:00
2158,6301,entregue,2023-03-21T00:00:00,2023-03-31,2023-04-01,Azul Cargo,NR966320602BR,2024-05-16T00:00:00
2159,3989,em_transito,2025-01-01T00:00:00,2025-01-17,,DHL,ZH256737221BR,2025-10-24T00:00:00
2160,10519,entregue,2026-05-04T00:00:00,2026-05-10,2026-05-12,Loggi,CY430069593BR,2026-05-15T00:00:00
2161,3141,entregue,2025-05-02T00:00:00,2025-05-13,2025-05-11,Azul Cargo,SD834270949BR,2025-05-22T00:00:00
2162,14329,entregue,2026-06-01T00:00:00,2026-06-07,2026-06-08,Azul Cargo,CT875122072BR,2026-06-11T00:00:00
2163,7594,entregue,2023-02-25T00:00:00,2023-03-14,2023-03-17,Correios,JW348008791BR,2025-04-01T00:00:00
2164,12688,entregue,2023-11-14T00:00:00,2023-11-25,2023-11-29,Azul Cargo,JW418269821BR,2026-04-04T00:00:00
2165,2904,entregue,2024-05-28T00:00:00,2024-06-14,2024-06-12,Azul Cargo,WZ660913722BR,2025-10-24T00:00:00
2166,2532,entregue,2023-03-02T00:00:00,2023-03-10,2023-03-09,Azul Cargo,VT163050458BR,2024-01-21T00:00:00
2167,6639,entregue,2023-05-07T00:00:00,2023-05-13,2023-05-16,Loggi,EB722040235BR,2024-10-13T00:00:00
2168,12269,entregue,2024-01-25T00:00:00,2024-02-07,2024-02-05,Loggi,OC180547603BR,2024-07-20T00:00:00
2169,4867,entregue,2023-09-08T00:00:00,2023-09-17,2023-09-18,DHL,YR184402414BR,2026-03-19T00:00:00
2170,9658,pendente,2026-01-31T00:00:00,2026-02-17,,FedEx,BO787432642BR,2026-05-02T00:00:00
2171,14742,entregue,2025-01-02T00:00:00,2025-01-14,2025-01-18,Latam Cargo,KO992620135BR,2026-05-30T00:00:00
2172,8899,entregue,2023-05-06T00:00:00,2023-05-10,2023-05-13,JadLog,BR768655910BR,2024-06-21T00:00:00
2173,5055,em_transito,2023-11-21T00:00:00,2023-12-04,,DHL,RE553768102BR,2024-11-22T00:00:00
2174,14738,entregue,2023-02-22T00:00:00,2023-03-09,2023-03-11,Loggi,MX725097375BR,2025-12-02T00:00:00
2175,1145,entregue,2024-10-05T00:00:00,2024-10-08,2024-10-12,Latam Cargo,WJ982549153BR,2025-08-23T00:00:00
2176,392,entregue,2024-05-26T00:00:00,2024-06-14,2024-06-16,Azul Cargo,RD977931066BR,2025-01-12T00:00:00
2177,2719,em_transito,2025-04-25T00:00:00,2025-05-11,,Latam Cargo,AK245453545BR,2026-01-23T00:00:00
2178,4726,entregue,2026-02-12T00:00:00,2026-02-17,2026-02-17,JadLog,BK874026040BR,2026-04-01T00:00:00
2179,6208,pendente,2023-03-17T00:00:00,2023-03-23,,Latam Cargo,LX946161737BR,2025-08-29T00:00:00
2180,4853,entregue,2024-01-11T00:00:00,2024-01-26,2024-01-28,JadLog,ID512373784BR,2025-09-04T00:00:00
2181,8045,entregue,2024-05-29T00:00:00,2024-06-16,2024-06-18,FedEx,OX382631291BR,2024-09-08T00:00:00
2182,7532,em_transito,2023-12-22T00:00:00,2024-01-01,,DHL,RB256316279BR,2024-11-22T00:00:00
2183,11467,entregue,2024-10-30T00:00:00,2024-11-10,2024-11-08,Total Express,ET138565860BR,2025-11-18T00:00:00
2184,13895,em_transito,2024-03-20T00:00:00,2024-04-02,,DHL,XI447554856BR,2026-05-11T00:00:00
2185,6463,entregue,2024-10-06T00:00:00,2024-10-18,2024-10-17,JadLog,AJ175453109BR,2025-02-18T00:00:00
2186,14655,entregue,2025-11-19T00:00:00,2025-12-03,2025-12-05,Latam Cargo,FN658510501BR,2025-12-14T00:00:00
2187,4862,entregue,2026-05-29T00:00:00,2026-06-02,2026-06-05,DHL,HB301416843BR,2026-06-09T00:00:00
2188,2042,entregue,2025-08-29T00:00:00,2025-09-07,2025-09-12,Total Express,EQ662405639BR,2025-11-26T00:00:00
2189,12586,pendente,2024-03-30T00:00:00,2024-04-13,,Total Express,EG585946452BR,2024-09-27T00:00:00
2190,13434,pendente,2025-12-24T00:00:00,2026-01-11,,FedEx,XJ452855582BR,2026-03-30T00:00:00
2191,10522,entregue,2023-02-06T00:00:00,2023-02-15,2023-02-16,FedEx,AN251432697BR,2024-12-30T00:00:00
2192,11815,entregue,2023-05-04T00:00:00,2023-05-11,2023-05-16,Correios,KG597183180BR,2026-03-31T00:00:00
2193,12020,entregue,2024-11-29T00:00:00,2024-12-15,2024-12-15,Latam Cargo,ZY097187305BR,2026-03-09T00:00:00
2194,2293,entregue,2024-01-25T00:00:00,2024-02-10,2024-02-10,Latam Cargo,MH315400431BR,2024-07-07T00:00:00
2195,10828,entregue,2025-07-01T00:00:00,2025-07-15,2025-07-18,Azul Cargo,VF869469586BR,2025-10-12T00:00:00
2196,1505,entregue,2023-08-22T00:00:00,2023-09-04,2023-09-07,FedEx,XY016068056BR,2024-11-08T00:00:00
2197,8663,entregue,2026-03-06T00:00:00,2026-03-24,2026-03-29,Loggi,MO173209350BR,2026-04-14T00:00:00
2198,9919,entregue,2024-05-22T00:00:00,2024-06-05,2024-06-06,Loggi,ND879808026BR,2026-02-25T00:00:00
2199,13963,em_transito,2024-12-10T00:00:00,2024-12-23,,Total Express,NB372224312BR,2025-12-19T00:00:00
2200,14819,entregue,2026-01-04T00:00:00,2026-01-20,2026-01-22,DHL,CZ587203006BR,2026-01-23T00:00:00
2201,4159,entregue,2023-12-14T00:00:00,2024-01-02,2024-01-05,JadLog,JD705128292BR,2024-08-12T00:00:00
2202,8497,entregue,2025-01-24T00:00:00,2025-02-08,2025-02-06,DHL,ZN681457293BR,2025-05-25T00:00:00
2203,4817,pendente,2023-09-20T00:00:00,2023-10-03,,JadLog,IU752846907BR,2025-02-06T00:00:00
2204,14112,entregue,2024-04-06T00:00:00,2024-04-22,2024-04-23,JadLog,OZ904235384BR,2025-11-18T00:00:00
2205,6031,devolvido,2025-05-21T00:00:00,2025-06-05,2025-06-16,JadLog,OX364656062BR,2025-08-16T00:00:00
2206,1360,entregue,2023-12-23T00:00:00,2024-01-07,2024-01-05,Loggi,AF066517004BR,2026-03-27T00:00:00
2207,13148,entregue,2024-11-29T00:00:00,2024-12-17,2024-12-19,Total Express,AD394913542BR,2026-02-03T00:00:00
2208,5768,entregue,2025-02-22T00:00:00,2025-03-12,2025-03-13,JadLog,WD087581295BR,2025-03-18T00:00:00
2209,14992,entregue,2023-03-17T00:00:00,2023-04-04,2023-04-05,DHL,BI180791392BR,2023-12-27T00:00:00
2210,2573,entregue,2025-04-08T00:00:00,2025-04-26,2025-05-01,JadLog,FW107450220BR,2025-04-10T00:00:00
2211,5891,entregue,2025-01-16T00:00:00,2025-01-26,2025-01-26,Correios,TJ275647321BR,2025-06-23T00:00:00
2212,12068,entregue,2024-09-04T00:00:00,2024-09-16,2024-09-19,Total Express,KX170240141BR,2025-01-10T00:00:00
2213,14293,devolvido,2024-07-25T00:00:00,2024-08-12,2024-08-22,Azul Cargo,GF699467545BR,2025-03-21T00:00:00
2214,10513,entregue,2024-02-14T00:00:00,2024-02-28,2024-03-03,FedEx,BV585818832BR,2026-06-09T00:00:00
2215,4377,entregue,2025-10-27T00:00:00,2025-11-15,2025-11-20,DHL,OS026683362BR,2025-12-22T00:00:00
2216,14171,entregue,2023-09-28T00:00:00,2023-10-01,2023-10-03,Correios,OW342645097BR,2024-10-29T00:00:00
2217,8278,entregue,2023-06-18T00:00:00,2023-06-26,2023-06-30,Azul Cargo,QV284916145BR,2025-09-30T00:00:00
2218,12937,entregue,2025-10-20T00:00:00,2025-10-26,2025-10-30,FedEx,GJ885800192BR,2026-04-17T00:00:00
2219,9221,em_transito,2024-04-28T00:00:00,2024-05-01,,Latam Cargo,DS856488412BR,2025-05-29T00:00:00
2220,10167,entregue,2025-08-01T00:00:00,2025-08-19,2025-08-24,Total Express,OI228501384BR,2026-01-23T00:00:00
2221,12357,em_transito,2023-01-11T00:00:00,2023-01-20,,FedEx,WY966877791BR,2023-07-02T00:00:00
2222,2213,pendente,2025-08-28T00:00:00,2025-09-09,,Latam Cargo,PG578307322BR,2025-11-05T00:00:00
2223,10817,entregue,2024-12-01T00:00:00,2024-12-08,2024-12-06,Correios,VZ197915469BR,2025-03-21T00:00:00
2224,13357,entregue,2026-03-13T00:00:00,2026-03-25,2026-03-29,FedEx,EW211217641BR,2026-05-14T00:00:00
2225,10420,entregue,2023-03-16T00:00:00,2023-04-03,2023-04-07,Latam Cargo,GD892277302BR,2026-05-04T00:00:00
2226,756,em_transito,2026-04-24T00:00:00,2026-05-13,,DHL,ZS227260342BR,2026-06-11T00:00:00
2227,7782,entregue,2023-04-28T00:00:00,2023-05-18,2023-05-19,Loggi,TT539346527BR,2023-09-21T00:00:00
2228,3323,entregue,2025-11-05T00:00:00,2025-11-18,2025-11-20,Latam Cargo,WA972106691BR,2025-12-20T00:00:00
2229,10400,em_transito,2024-10-12T00:00:00,2024-10-19,,Azul Cargo,QZ563109010BR,2026-04-12T00:00:00
2230,1055,entregue,2024-11-02T00:00:00,2024-11-11,2024-11-15,DHL,FR057379574BR,2025-11-27T00:00:00
2231,12686,entregue,2024-10-05T00:00:00,2024-10-23,2024-10-25,Azul Cargo,CC161000461BR,2026-01-25T00:00:00
2232,1255,pendente,2025-07-26T00:00:00,2025-08-02,,FedEx,BD869466861BR,2026-02-11T00:00:00
2233,11609,devolvido,2024-05-05T00:00:00,2024-05-09,2024-05-14,Azul Cargo,UC569644344BR,2025-01-10T00:00:00
2234,216,entregue,2026-06-06T00:00:00,2026-06-24,2026-06-25,Total Express,LC929953033BR,2026-06-06T00:00:00
2235,151,entregue,2024-07-14T00:00:00,2024-07-18,2024-07-20,Correios,PW535271378BR,2025-09-15T00:00:00
2236,11785,entregue,2023-09-25T00:00:00,2023-09-28,2023-10-03,Correios,PL282778544BR,2025-05-01T00:00:00
2237,4743,entregue,2023-03-07T00:00:00,2023-03-16,2023-03-16,Azul Cargo,PY868590636BR,2024-09-26T00:00:00
2238,7659,devolvido,2023-01-27T00:00:00,2023-02-05,2023-02-19,Loggi,JV031361690BR,2024-03-28T00:00:00
2239,14658,devolvido,2025-06-23T00:00:00,2025-06-28,2025-07-03,Loggi,QB265703557BR,2025-10-03T00:00:00
2240,6769,devolvido,2023-05-29T00:00:00,2023-06-02,2023-06-07,FedEx,PI081455276BR,2025-01-09T00:00:00
2241,10374,entregue,2025-02-03T00:00:00,2025-02-15,2025-02-20,Total Express,JG600887738BR,2025-09-03T00:00:00
2242,1620,entregue,2023-05-14T00:00:00,2023-06-01,2023-06-03,Correios,SZ724235015BR,2024-10-16T00:00:00
2243,12041,entregue,2023-10-12T00:00:00,2023-10-15,2023-10-17,Correios,MW751607316BR,2025-05-21T00:00:00
2244,13855,entregue,2025-10-16T00:00:00,2025-10-29,2025-11-01,DHL,HN167374770BR,2026-04-04T00:00:00
2245,13948,entregue,2024-01-04T00:00:00,2024-01-13,2024-01-11,Loggi,NX009673588BR,2024-04-18T00:00:00
2246,11602,em_transito,2026-04-04T00:00:00,2026-04-22,,Azul Cargo,JX257045701BR,2026-06-10T00:00:00
2247,13719,entregue,2025-04-28T00:00:00,2025-05-17,2025-05-17,FedEx,SD965550335BR,2025-06-15T00:00:00
2248,2749,entregue,2024-11-22T00:00:00,2024-12-05,2024-12-03,Latam Cargo,VK560275595BR,2026-02-10T00:00:00
2249,11655,pendente,2026-05-02T00:00:00,2026-05-21,,Latam Cargo,WO230982002BR,2026-05-24T00:00:00
2250,1090,entregue,2024-07-04T00:00:00,2024-07-21,2024-07-21,Azul Cargo,PN811144593BR,2026-03-23T00:00:00
2251,5561,entregue,2024-10-02T00:00:00,2024-10-05,2024-10-07,JadLog,OD768216266BR,2026-05-06T00:00:00
2252,6099,devolvido,2024-02-08T00:00:00,2024-02-17,2024-03-02,Latam Cargo,GT207938747BR,2024-09-24T00:00:00
2253,7085,entregue,2023-01-21T00:00:00,2023-02-03,2023-02-06,Loggi,XH442935351BR,2024-06-06T00:00:00
2254,2594,pendente,2023-01-21T00:00:00,2023-02-06,,Correios,XR372972604BR,2024-05-16T00:00:00
2255,3833,entregue,2024-01-06T00:00:00,2024-01-26,2024-01-28,JadLog,CT672739292BR,2026-04-18T00:00:00
2256,9014,entregue,2023-07-23T00:00:00,2023-08-10,2023-08-14,Azul Cargo,NE737675217BR,2024-01-26T00:00:00
2257,11279,devolvido,2025-11-14T00:00:00,2025-12-02,2025-12-11,Azul Cargo,JO878484205BR,2025-12-26T00:00:00
2258,9917,entregue,2026-05-01T00:00:00,2026-05-11,2026-05-11,Correios,DX498018485BR,2026-05-24T00:00:00
2259,7599,entregue,2025-02-24T00:00:00,2025-03-16,2025-03-19,Correios,JC567149459BR,2025-12-09T00:00:00
2260,12423,entregue,2024-11-29T00:00:00,2024-12-04,2024-12-03,Loggi,YS138699836BR,2025-09-05T00:00:00
2261,11192,entregue,2026-02-27T00:00:00,2026-03-07,2026-03-05,Azul Cargo,QD987118259BR,2026-03-03T00:00:00
2262,2344,entregue,2025-09-18T00:00:00,2025-10-08,2025-10-10,DHL,AQ908703980BR,2026-02-25T00:00:00
2263,3132,entregue,2025-03-21T00:00:00,2025-04-10,2025-04-12,Total Express,HW319916581BR,2025-11-25T00:00:00
2264,14934,entregue,2025-04-11T00:00:00,2025-04-20,2025-04-25,Latam Cargo,GU878875213BR,2025-06-04T00:00:00
2265,7895,entregue,2024-02-16T00:00:00,2024-02-20,2024-02-21,Correios,WC406583462BR,2024-12-19T00:00:00
2266,6689,entregue,2026-01-19T00:00:00,2026-01-29,2026-01-27,Loggi,XR632346394BR,2026-04-14T00:00:00
2267,4548,entregue,2023-12-10T00:00:00,2023-12-18,2023-12-17,Latam Cargo,SF471418876BR,2026-05-06T00:00:00
2268,1537,entregue,2023-04-24T00:00:00,2023-05-01,2023-05-01,Azul Cargo,RV014058792BR,2023-10-16T00:00:00
2269,14254,entregue,2025-04-18T00:00:00,2025-05-05,2025-05-07,Latam Cargo,GP450266981BR,2026-03-23T00:00:00
2270,1359,em_transito,2023-07-04T00:00:00,2023-07-07,,Loggi,WK901586909BR,2024-02-27T00:00:00
2271,5283,entregue,2026-05-21T00:00:00,2026-05-26,2026-05-24,Total Express,VV692308134BR,2026-06-09T00:00:00
2272,10197,entregue,2025-01-05T00:00:00,2025-01-25,2025-01-28,JadLog,QE769069075BR,2026-01-06T00:00:00
2273,2052,entregue,2024-11-02T00:00:00,2024-11-18,2024-11-18,FedEx,GV288132917BR,2025-07-16T00:00:00
2274,10893,entregue,2023-06-24T00:00:00,2023-07-01,2023-07-03,Azul Cargo,WB712469499BR,2025-10-07T00:00:00
2275,14339,entregue,2023-04-07T00:00:00,2023-04-24,2023-04-23,Latam Cargo,MC586627256BR,2026-05-01T00:00:00
2276,12891,em_transito,2024-04-26T00:00:00,2024-05-07,,Latam Cargo,FQ042076273BR,2026-06-02T00:00:00
2277,9674,entregue,2025-04-02T00:00:00,2025-04-09,2025-04-13,Correios,SQ743036264BR,2026-06-02T00:00:00
2278,4794,entregue,2025-04-16T00:00:00,2025-05-03,2025-05-06,DHL,HE965451103BR,2026-01-09T00:00:00
2279,505,entregue,2025-05-20T00:00:00,2025-06-08,2025-06-13,Correios,VK016448408BR,2025-10-30T00:00:00
2280,8737,pendente,2024-02-08T00:00:00,2024-02-11,,JadLog,GM834793141BR,2025-01-10T00:00:00
2281,4702,entregue,2024-07-23T00:00:00,2024-08-06,2024-08-10,DHL,MA216748762BR,2025-07-30T00:00:00
2282,12308,entregue,2023-02-15T00:00:00,2023-02-24,2023-02-24,Loggi,NK652600593BR,2024-10-01T00:00:00
2283,2890,entregue,2025-05-22T00:00:00,2025-06-10,2025-06-13,JadLog,DA079702305BR,2026-03-18T00:00:00
2284,6426,em_transito,2023-11-09T00:00:00,2023-11-17,,JadLog,PF706877924BR,2024-10-22T00:00:00
2285,14814,entregue,2023-02-17T00:00:00,2023-03-04,2023-03-06,Correios,TO382817054BR,2026-02-15T00:00:00
2286,2308,entregue,2023-02-19T00:00:00,2023-03-11,2023-03-09,Azul Cargo,AE710460621BR,2025-07-19T00:00:00
2287,12384,entregue,2024-09-19T00:00:00,2024-10-07,2024-10-07,Loggi,SP036956766BR,2025-01-16T00:00:00
2288,12371,entregue,2026-06-08T00:00:00,2026-06-19,2026-06-21,Correios,NC974108428BR,2026-06-09T00:00:00
