id_fornecedor,nome_fornecedor,cnpj,email,telefone,logradouro,cidade,estado,cep,updated_at
787,Pires S/A,28.971.035/0001-97,camargoapollo@caldeira.edu.br,0900-385-8502,"Estação Aragão, 92",Garcia das Pedras,RR,50477707,2024-12-05T00:00:00
788,Melo,09.635.271/0001-98,emilly30@fernandes.edu.br,0300 703 8139,"Lago de da Rosa, 74",Camargo,TO,58224-909,2025-09-24T00:00:00
789,Marques - EI,08.264.571/0001-45,ana-vitoria47@araujo.com.br,+55 (031) 7288-6264,"Passarela Castro, 4",Castro do Norte,PE,15562570,2025-06-13T00:00:00
790,Nogueira,05.436.198/0001-74,isabela15@sa.com,0300-809-8099,Núcleo Hadassa Jesus,Azevedo,DF,62861-127,2024-12-29T00:00:00
791,da Rocha e Filhos,70.582.163/0001-05,fernandesarthur-gabriel@novaes.br,+55 71 8403-5143,"Fazenda de Aragão, 198",Silva,MG,78217-346,2026-03-15T00:00:00
792,Albuquerque,03.574.821/0001-20,joao-lucasnunes@moraes.gov.br,0900-088-3197,"Loteamento Duarte, 8",da Cruz,RS,29712-667,2024-07-13T00:00:00
793,da Mata Vasconcelos e Filhos,96.150.734/0001-26,bcassiano@castro.com,+55 (021) 9693 7523,"Chácara de da Luz, 75",Cirino,MG,06329-077,2026-05-11T00:00:00
794,Rios Lima S.A.,26.903.485/0001-17,moraesluiz-miguel@silveira.com,84 2282-1601,"Ladeira Barbosa, 734",Pinto de Cirino,AM,92520-564,2025-01-27T00:00:00
795,Ferreira Ltda.,49.803.276/0001-05,crodrigues@borges.net,+55 51 9193 4169,"Largo Cassiano, 292",Duarte das Pedras,TO,49030778,2024-08-02T00:00:00
796,Gonçalves,63.274.051/0001-21,maria-florfarias@abreu.com.br,0500-907-4252,"Ladeira Ana Sophia Cirino, 98",da Rocha,CE,16141502,2025-10-29T00:00:00
797,Cavalcanti Sales S/A,20.643.579/0001-18,sampaioryan@rezende.br,(081) 5204-6951,Sítio de Pinto,Ramos,CE,17162-359,2024-07-02T00:00:00
798,da Paz - EI,60.957.318/0001-97,meloenrico@almeida.com,(084) 3474 4224,"Lago da Rosa, 37",Campos,BA,38641-634,2025-05-18T00:00:00
799,Moreira,04.628.173/0001-00,antonella24@marques.com.br,+55 (081) 8990 9954,"Loteamento Vargas, 6",Pires do Oeste,PI,77905606,2023-05-24T00:00:00
800,da Mota Fonseca Ltda.,31.546.980/0001-56,daniel22@casa.br,(011) 1230-9849,"Sítio de Casa Grande, 9",Fonseca,RN,34922188,2026-03-16T00:00:00
801,Pacheco Vargas - ME,70.862.519/0001-64,evelynfernandes@cunha.com.br,+55 (071) 3181-5822,Núcleo Otávio Marques,Pimenta da Prata,RO,38087985,2026-05-20T00:00:00
802,Sousa,01.583.967/0001-06,luiz-miguel96@cirino.com.br,71 1924 1762,"Trecho Jesus, 28",Novais,ES,62192-627,2026-04-16T00:00:00
803,Marques Câmara S.A.,18.903.426/0001-10,henry-gabriel95@da.org,(021) 9080 6358,"Estrada de da Cunha, 63",Nascimento de Abreu,PI,56720-672,2023-09-28T00:00:00
804,Moraes,17.432.058/0001-07,milenacaldeira@machado.edu.br,+55 51 5174 5091,"Jardim Antônio Macedo, 2",Machado,MS,93315140,2024-07-06T00:00:00
805,Nogueira Ltda.,45.803.912/0001-30,cleao@silveira.gov.br,71 7182-2341,"Fazenda Luiz Fernando Sousa, 4",Teixeira,MS,00773-777,2025-01-07T00:00:00
806,Pacheco S/A,70.362.419/0001-79,danielda-mata@da.net,+55 (011) 8081-9181,"Largo Dante Pimenta, 16",Oliveira da Serra,RN,08131974,2023-03-05T00:00:00
807,da Cruz Ltda.,21.704.653/0001-21,hdas-neves@fogaca.com.br,+55 (061) 1129 2074,"Colônia Oliveira, 9",Martins de Aparecida,RR,33315-668,2026-03-02T00:00:00
808,Vargas,02.731.945/0001-09,kbarros@pinto.com.br,(031) 9583-5958,"Trevo Ágatha Souza, 36",Sales,RR,86148650,2023-12-14T00:00:00
809,Cavalcante Barros S/A,98.625.137/0001-36,emanuella01@rodrigues.gov.br,+55 (041) 4863-6135,"Vale de Cirino, 13",Cunha,PB,93403-916,2025-03-18T00:00:00
810,Nunes,13.649.827/0001-72,agatha18@araujo.edu.br,31 1779-1130,"Condomínio de das Neves, 1",Alves,AP,32008093,2023-10-04T00:00:00
811,Rodrigues,65.019.284/0001-03,tborges@costela.br,(071) 1180 1477,"Morro Juan Silva, 22",Oliveira,BA,37632331,2026-03-13T00:00:00
812,Barros Sousa S.A.,19.572.038/0001-67,luisamoreira@ferreira.com,+55 11 9909-6329,Avenida de Pacheco,Caldeira da Praia,PA,45016692,2024-08-17T00:00:00
813,Pires S.A.,26.403.985/0001-90,davi-lucas36@pacheco.com.br,0800-086-8770,"Vereda Vinicius da Rocha, 80",Costela dos Dourados,MG,79218-265,2026-02-02T00:00:00
814,Nascimento,71.950.324/0001-39,msilva@da.com,+55 (051) 9838-6461,"Loteamento Nathan Sampaio, 432",Araújo,RJ,17334306,2024-11-01T00:00:00
815,Nascimento Casa Grande S/A,64.791.532/0001-77,kvargas@casa.gov.br,41 0297-6864,"Praia de Freitas, 14",Moreira das Pedras,MT,39432-760,2025-12-01T00:00:00
816,da Rocha,93.865.024/0001-94,svasconcelos@borges.gov.br,0900-930-1495,"Pátio de Brito, 3",da Paz do Sul,RN,62028149,2023-08-03T00:00:00
817,Farias Ltda.,49.685.371/0001-43,cda-cunha@da.com,11 9300 7735,Estrada de Lima,Gomes,CE,82426551,2023-04-10T00:00:00
818,Cunha,01.328.679/0001-05,joao-gabrielporto@sales.gov.br,0500-904-8390,"Vila Pietra Farias, 920",Lopes,MS,86393015,2024-12-28T00:00:00
819,Albuquerque Casa Grande - EI,79.386.412/0001-61,handrade@da.br,61 6498 2821,"Loteamento Vargas, 65",Ramos Verde,RR,85953633,2026-06-11T00:00:00
820,Fernandes,43.801.976/0001-76,aparecidagabrielly@casa.com.br,21 5501-1398,"Trevo Vieira, 7",Silva das Pedras,ES,25228309,2024-10-13T00:00:00
821,Nascimento,16.907.435/0001-54,apollo43@da.edu.br,+55 (051) 0831-1805,"Campo Camargo, 7",Cirino do Sul,RS,02048-578,2024-03-19T00:00:00
822,Ribeiro,71.456.902/0001-85,almeidabarbara@mendonca.net,41 3047-9204,"Fazenda Eloá Correia, 61",Fernandes Verde,RS,62872375,2025-05-10T00:00:00
823,Moraes e Filhos,01.768.325/0001-81,luan44@leao.com.br,+55 (031) 3632 6582,"Lagoa Larissa Moreira, 72",Oliveira,RN,53036116,2024-01-27T00:00:00
824,Silveira,19.845.763/0001-61,liampacheco@nogueira.com.br,0800-494-3278,"Núcleo de Vargas, 26",das Neves,DF,02932-157,2026-02-01T00:00:00
825,da Costa,05.328.164/0001-66,eazevedo@siqueira.br,0900 629 3962,"Estação Pereira, 976",Melo do Oeste,AC,71876-610,2024-09-10T00:00:00
826,Silveira,80.274.531/0001-01,barrosjoao-guilherme@camargo.com.br,41 4144 3483,Viaduto Macedo,Almeida de Sampaio,ES,80277007,2025-11-15T00:00:00
827,Aparecida S/A,08.647.153/0001-37,enzo08@guerra.com,0300-199-1106,"Ladeira Pires, 905",Rodrigues das Pedras,AM,27733313,2025-03-07T00:00:00
828,Vasconcelos,58.347.261/0001-62,cecilia92@vasconcelos.br,0900-852-2438,"Pátio de Montenegro, 12",da Cruz,AL,72658-815,2023-07-03T00:00:00
829,Gonçalves,67.240.158/0001-00,ramosevelyn@lopes.com.br,+55 (051) 5228-9048,"Rua Peixoto, 152",Gonçalves,MG,38280764,2025-03-25T00:00:00
830,da Costa e Filhos,62.398.451/0001-86,liam60@vasconcelos.br,+55 (081) 8376-3165,"Área Castro, 52",Cirino,PI,43746000,2024-06-13T00:00:00
831,Aparecida,24.068.951/0001-60,alveseloah@lima.com,+55 84 8804-5292,Morro Cunha,Pires,MA,11245722,2023-09-19T00:00:00
832,Leão,29.357.468/0001-10,vasconcelosluana@pimenta.edu.br,0300-800-5818,"Aeroporto de da Rosa, 14",Alves do Amparo,TO,46688-157,2025-05-27T00:00:00
833,Aparecida,61.358.492/0001-86,bfogaca@siqueira.br,+55 (011) 8833 8300,"Recanto Heloísa Cardoso, 405",da Costa de Cassiano,PB,55920-372,2023-08-22T00:00:00
834,Albuquerque,62.457.931/0001-70,castroagatha@freitas.com.br,+55 (031) 8236-6997,Sítio de Fonseca,Jesus das Flores,MG,10233192,2023-11-29T00:00:00
835,Duarte,49.613.578/0001-02,qpires@da.net,+55 31 2863-0119,"Condomínio Luan Aparecida, 30",Pinto,SP,17002556,2025-09-28T00:00:00
836,Oliveira - EI,17.648.593/0001-08,novaismelina@correia.br,+55 41 7372-5674,"Rodovia Rios, 22",Mendonça,ES,35546-082,2025-07-25T00:00:00
837,Cavalcante,53.198.207/0001-89,iaparecida@novaes.br,61 3990-6529,"Vila Cavalcanti, 45",Montenegro do Norte,SC,80565179,2024-06-18T00:00:00
838,das Neves,27.548.693/0001-08,nogueiraisabela@araujo.com.br,(084) 9948-3554,"Praça de Montenegro, 11",Barros dos Dourados,GO,97502209,2023-09-05T00:00:00
839,Pires Aragão Ltda.,36.852.701/0001-04,cda-cunha@siqueira.com.br,(081) 0142-3218,"Lagoa de Sá, 87",Camargo Grande,GO,45366992,2024-01-01T00:00:00
840,Farias Duarte S/A,82.354.017/0001-01,yurimendes@costela.com.br,(021) 1462-0549,"Passarela Pires, 567",Pires do Galho,AC,32452292,2025-07-31T00:00:00
841,Gomes - ME,40.918.763/0001-30,da-conceicaomaite@caldeira.com,71 4033 1904,"Lagoa de Sousa, 80",Cirino de Minas,SE,79088988,2026-01-26T00:00:00
842,Moreira - EI,70.935.612/0001-51,lvieira@borges.com.br,+55 61 2318-5075,"Avenida de da Rocha, 88",Ribeiro,DF,79001410,2026-01-08T00:00:00
843,Silveira Ltda.,84.691.573/0001-07,enogueira@brito.br,(071) 7039-0707,"Chácara de Araújo, 98",Pereira,SP,03181-201,2024-08-01T00:00:00
844,Brito S/A,06.158.394/0001-97,emanuellyguerra@dias.com.br,(081) 9640 0391,"Conjunto de da Conceição, 8",Nogueira,AM,16815182,2023-10-30T00:00:00
845,Fogaça da Conceição - EI,37.860.529/0001-95,leandrosampaio@monteiro.br,+55 81 4317-0566,"Alameda Garcia, 79",Lima de Cavalcante,BA,31782229,2023-03-21T00:00:00
846,Fogaça - EI,49.160.387/0001-32,carolinegarcia@costela.br,0500-207-0900,"Estação de Moura, 83",Caldeira,MS,53294233,2023-01-29T00:00:00
847,Monteiro Ltda.,41.356.720/0001-71,pcampos@moreira.com,+55 (031) 1695 1953,"Alameda de Castro, 5",Rodrigues do Amparo,AC,30856-775,2024-08-24T00:00:00
848,Lopes,98.072.534/0001-28,bbrito@leao.br,81 5239-9888,"Alameda Maria Helena Andrade, 4",da Luz dos Dourados,SP,49827600,2026-05-24T00:00:00
849,da Paz,42.169.870/0001-39,dom04@sousa.org,(081) 8888 3401,Colônia da Mota,Peixoto da Mata,SE,66631714,2025-08-23T00:00:00
850,Brito Rezende S.A.,96.715.043/0001-22,leonardoaragao@novais.br,+55 (021) 0791-8029,"Viela Novais, 75",Souza,GO,61483-522,2024-03-22T00:00:00
851,da Paz - EI,50.926.731/0001-30,nataliapeixoto@moreira.com.br,+55 (031) 0437 5609,"Lago da Rocha, 8",Ferreira de Pacheco,RO,83001-577,2023-12-09T00:00:00
852,Moura,73.098.426/0001-01,rochaayla@pimenta.com.br,84 6117-2724,"Sítio Pereira, 75",Sousa,PB,31681893,2025-09-14T00:00:00
853,Souza,39.582.601/0001-95,zduarte@novaes.br,11 7641 7985,Estação Barbosa,Sousa,MS,52424-298,2024-01-13T00:00:00
854,Costa - ME,93.518.047/0001-22,aparecidaleo@rezende.gov.br,41 1882-2005,"Praia de Aragão, 8",Gonçalves Verde,ES,76140-959,2023-02-26T00:00:00
855,Nogueira - EI,53.972.608/0001-44,ayllaviana@barbosa.br,(084) 6397 5074,Estação Mirella Cardoso,da Cunha,PE,92325-112,2023-02-23T00:00:00
856,Moraes,70.569.812/0001-38,piresravi-lucca@azevedo.org,+55 (081) 2785-3670,"Lago de Fonseca, 420",Albuquerque de Goiás,SC,39723-616,2026-05-30T00:00:00
857,da Rocha S/A,62.549.310/0001-17,cauaoliveira@abreu.br,(021) 1943 5255,"Condomínio da Paz, 77",Novaes,GO,40249-835,2023-02-28T00:00:00
858,Borges,39.246.157/0001-37,cassianoheloisa@da.com.br,41 0198-5927,"Estação Mariane Barros, 47",Rios do Amparo,ES,80965066,2023-04-28T00:00:00
859,Silveira - EI,68.147.329/0001-13,ana-julia70@moura.com,81 9380 2653,"Colônia Moreira, 64",Peixoto da Praia,GO,04752210,2023-02-23T00:00:00
860,Costa,27.385.460/0001-31,machadomariane@porto.com.br,+55 21 8050 5525,"Avenida Henry Gabriel Teixeira, 52",Vieira,MA,10161-872,2023-03-10T00:00:00
861,Aparecida Araújo S/A,28.396.540/0001-55,raulsa@pinto.com,+55 71 0394-2343,"Fazenda Gomes, 86",Pacheco,BA,66287-582,2023-08-16T00:00:00
862,da Cunha Novaes Ltda.,64.523.017/0001-06,oliviada-rocha@correia.gov.br,11 9121-0243,"Passarela de Melo, 96",Melo,SP,98020158,2023-06-20T00:00:00
863,Novais,08.971.562/0001-94,fonsecamateus@cardoso.gov.br,61 8310 8320,"Residencial da Rosa, 9",da Rocha do Campo,BA,58317-874,2026-04-06T00:00:00
864,Casa Grande,14.958.032/0001-09,luisasampaio@siqueira.br,(061) 2334 2276,"Quadra de Almeida, 50",Cardoso de Mendonça,PE,41707-933,2025-09-03T00:00:00
865,Mendes,69.258.014/0001-06,calebe48@pastor.com,0900-525-6164,"Ladeira Marcela Barbosa, 58",das Neves do Amparo,PI,40418376,2024-03-31T00:00:00
866,Moreira Borges e Filhos,38.960.275/0001-40,paulo98@costela.edu.br,51 3959 8131,"Passarela Moreira, 43",Ribeiro,PR,93272-708,2025-05-24T00:00:00
867,Ribeiro Mendonça Ltda.,46.589.127/0001-99,kcosta@andrade.gov.br,71 1429-2709,"Campo Vitor Gabriel Cassiano, 7",Camargo,PR,10892-409,2023-08-24T00:00:00
868,Fogaça,48.031.925/0001-26,iguerra@marques.edu.br,(021) 9114-6906,"Vila Allana Dias, 53",Caldeira Paulista,RS,56423956,2025-12-28T00:00:00
869,da Conceição Nogueira - ME,48.397.502/0001-24,jesusalice@moraes.br,+55 (061) 2898-1678,"Residencial de Camargo, 130",Sampaio,RJ,60470418,2023-05-25T00:00:00
870,Souza Ramos S/A,62.071.534/0001-66,ucamara@garcia.com.br,41 3559-0209,"Estrada Rafaela Novaes, 627",Peixoto de Jesus,ES,01178125,2023-05-06T00:00:00
871,Almeida,48.095.732/0001-39,diasravy@azevedo.com.br,(051) 5148-8587,Esplanada de Brito,Moreira,DF,60053954,2024-03-09T00:00:00
872,Vieira S.A.,34.096.728/0001-80,rpeixoto@monteiro.gov.br,81 9717-5436,"Vale de Leão, 47",Sampaio do Norte,TO,01043585,2024-03-04T00:00:00
873,Pinto,83.674.051/0001-26,carvalhodavi-lucas@cavalcante.br,0900 064 4236,"Distrito Liz Rezende, 62",Cavalcanti,RN,43977199,2023-03-17T00:00:00
874,Melo,87.346.125/0001-56,gbarbosa@sa.com.br,0500-994-8579,"Quadra de Aparecida, 50",da Mota,MG,76223-387,2026-01-30T00:00:00
875,Monteiro - EI,98.043.267/0001-60,lrezende@mendonca.br,(011) 1440-6131,"Chácara André Silveira, 702",da Rosa do Oeste,PR,03396-694,2023-08-02T00:00:00
876,Gonçalves Novaes S/A,85.694.237/0001-72,joao-guilhermecardoso@da.com,+55 (031) 3924-4258,"Residencial Castro, 23",Nunes Verde,PI,46303-349,2024-06-19T00:00:00
877,Pereira,15.467.238/0001-07,luiz-henriquepastor@da.com,+55 (084) 7415 5158,Chácara Alves,Novaes,MG,57026234,2024-01-27T00:00:00
878,Moura S.A.,94.136.708/0001-18,luiza94@sampaio.com.br,41 5656-4172,"Alameda da Mata, 170",Vasconcelos do Sul,PA,64220-654,2025-09-08T00:00:00
879,Casa Grande,07.485.369/0001-80,leaocecilia@goncalves.net,+55 11 4371-6234,Área Kaique Leão,Brito da Prata,MS,18570-218,2023-08-01T00:00:00
880,Pimenta,65.074.123/0001-12,da-rochaana-liz@silva.com.br,+55 21 3299-4748,"Morro Correia, 45",Rodrigues,CE,16125-581,2025-03-09T00:00:00
881,da Rocha,06.127.984/0001-52,gabrielamacedo@novais.br,+55 (011) 4268-2319,"Morro de Aparecida, 92",da Luz,PE,07378-811,2023-01-10T00:00:00
882,Abreu e Filhos,42.750.963/0001-52,ddias@cirino.com.br,+55 51 2746 1725,"Jardim Albuquerque, 1",Gonçalves,MT,47148-003,2025-05-08T00:00:00
883,Guerra,20.146.579/0001-02,csilva@rodrigues.gov.br,+55 51 7889 4783,"Travessa Heloisa Costa, 142",Mendes de Duarte,RO,92736-759,2024-12-16T00:00:00
884,Pereira,40.726.589/0001-24,kcardoso@jesus.com,+55 (011) 9934 0089,"Favela Campos, 9",Gomes Verde,RN,18566-939,2024-07-29T00:00:00
885,Sampaio - EI,30.962.148/0001-78,alicia11@novais.net,51 4146 1042,"Ladeira Cavalcanti, 673",Campos,MG,80131576,2024-05-25T00:00:00
886,Cardoso,91.648.230/0001-17,joao24@sousa.org,+55 11 2588-3629,"Pátio de Fernandes, 9",Araújo das Flores,PA,68963-455,2024-11-01T00:00:00
887,Barbosa,09.786.432/0001-44,juan18@da.com,+55 (021) 7033 8166,"Favela da Cruz, 69",Azevedo de Gomes,RR,23134018,2024-04-12T00:00:00
888,Cavalcante - ME,23.796.158/0001-15,ravicavalcanti@araujo.com,+55 (051) 2711-5726,"Chácara Casa Grande, 9",Rios,SC,33301428,2023-04-11T00:00:00
889,Lima,34.687.095/0001-85,camaraalicia@lima.com.br,+55 31 2749 2571,"Vale de Castro, 177",Santos,PI,42139-691,2026-06-06T00:00:00
890,Leão,15.724.396/0001-97,xcamargo@ramos.org,84 2206-7357,"Lago de Oliveira, 31",Cavalcante,CE,34159-953,2024-12-18T00:00:00
891,da Cruz,25.691.380/0001-89,xsiqueira@rezende.org,81 1472-6428,"Lago Melo, 557",Duarte de Leão,MT,57434738,2023-04-28T00:00:00
892,Pacheco Novais - ME,24.361.590/0001-46,asafe93@pires.com,+55 21 1407-7647,"Favela de Freitas, 2",Cirino,PE,93944627,2023-07-16T00:00:00
893,Fernandes,73.862.415/0001-48,vianalucca@silveira.br,(081) 7577-2597,"Núcleo Luara Rodrigues, 17",Abreu Grande,AC,10278212,2026-06-06T00:00:00
894,Campos S.A.,25.469.180/0001-86,guilherme41@pastor.com,+55 81 9891-9770,"Praça Pacheco, 74",Siqueira,RJ,06622860,2024-11-07T00:00:00
895,Casa Grande - EI,08.195.427/0001-02,da-cunhabenjamin@sales.br,(021) 2340 0514,"Estrada de Moreira, 6",Vasconcelos do Oeste,RN,88289-117,2023-09-10T00:00:00
896,Pacheco,91.854.627/0001-65,jose-pedroalbuquerque@cassiano.br,+55 (084) 9550 6803,"Conjunto de Pires, 6",Fogaça Grande,AC,39850-789,2025-07-21T00:00:00
897,Aragão S.A.,94.012.365/0001-80,bteixeira@santos.gov.br,(011) 1779-5899,"Setor Novais, 26",Aragão de Moura,PR,81886414,2024-10-09T00:00:00
898,Aragão,35.712.904/0001-24,tvasconcelos@guerra.net,0500-247-0297,"Rua Maria Luiza Farias, 87",Sales do Norte,PB,17980-324,2024-06-30T00:00:00
899,Ramos da Mota S.A.,98.527.340/0001-70,carvalhoevelyn@abreu.gov.br,+55 (021) 2853-0723,"Largo Pedro Henrique Câmara, 85",Vasconcelos,RJ,40625-452,2025-01-13T00:00:00
900,Moreira Lopes S/A,91.032.485/0001-50,gabriel92@teixeira.com,11 1375 3044,"Vereda Bella Dias, 54",Sousa,RR,94220-503,2026-02-04T00:00:00
901,Andrade Mendonça - EI,14.057.682/0001-83,almeidarael@nunes.br,(011) 3863 8042,"Alameda de Leão, 349",Cassiano Verde,PA,01556-264,2024-10-13T00:00:00
902,da Cunha Camargo - EI,42.896.375/0001-21,samuelnogueira@camara.edu.br,+55 (031) 3646-8471,"Vila Bento Melo, 47",Araújo Verde,PE,38982-674,2024-08-10T00:00:00
903,Vieira,46.359.871/0001-05,caionascimento@da.gov.br,+55 (051) 8038 7128,"Feira Lucca Aragão, 16",Melo de Barros,TO,16192-698,2024-07-02T00:00:00
904,Brito,23.947.158/0001-79,imelo@costela.com.br,(061) 5895 3396,"Feira João Machado, 21",Fonseca,RN,93210-826,2025-07-29T00:00:00
905,Costa,82.075.619/0001-20,barbosamanuella@peixoto.com.br,(041) 9573-7260,"Via Mariane da Conceição, 4",Nunes,RN,06583-387,2024-03-21T00:00:00
906,Oliveira Gonçalves S.A.,45.760.298/0001-76,maria-eduarda07@moreira.com.br,+55 21 8422 1690,"Lago Cassiano, 54",Cavalcante,AM,13266-974,2024-08-06T00:00:00
907,Costela,65.129.073/0001-23,biancalima@borges.com.br,(031) 3197-6845,"Rodovia Benjamim Cavalcanti, 22",Martins,SE,71278668,2023-08-25T00:00:00
908,Oliveira,14.207.596/0001-00,maria-fernanda02@rodrigues.net,31 4608-4234,"Alameda Lopes, 8",Cavalcante das Flores,RO,16970171,2024-01-04T00:00:00
909,Pinto da Luz e Filhos,90.867.534/0001-02,gael38@fernandes.com,0800 120 5509,Morro Marques,Costa dos Dourados,PB,28083-678,2025-09-11T00:00:00
910,da Cunha - EI,65.497.102/0001-00,pietra54@cunha.br,31 9583 4905,"Travessa Casa Grande, 35",Peixoto,PB,55407-974,2025-11-01T00:00:00
911,Martins - EI,62.059.734/0001-01,maria-luisapastor@rodrigues.com.br,(011) 3528-7151,"Rodovia de Monteiro, 61",Almeida,BA,75414573,2024-06-01T00:00:00
912,Santos,69.104.583/0001-05,enrico07@lopes.com,+55 (081) 5630-6639,Feira Kaique Azevedo,Brito do Campo,AC,46410-751,2026-05-09T00:00:00
913,Farias Pereira S/A,84.170.923/0001-81,novaisbernardo@jesus.com.br,+55 41 3836 0649,"Jardim Cirino, 7",Cirino de Macedo,MT,68290-358,2025-12-08T00:00:00
914,Jesus Moreira e Filhos,81.472.530/0001-34,scunha@moura.br,0300 449 9934,"Vila Raquel Aparecida, 42",Teixeira Verde,RS,87617224,2023-01-06T00:00:00
915,Melo,93.752.164/0001-56,eduardodas-neves@teixeira.net,81 0084-1870,"Trevo Daniel Moraes, 12",da Costa do Sul,AP,31087922,2023-08-28T00:00:00
916,Nunes,28.743.159/0001-15,leonardofarias@costa.br,0500-281-3865,"Pátio Mendonça, 53",Fonseca,MS,81961-751,2024-08-31T00:00:00
917,Rodrigues Pacheco e Filhos,80.157.624/0001-56,juan82@macedo.gov.br,31 6215 6105,"Estação Kevin Araújo, 4",Abreu da Prata,MT,71486-540,2025-05-12T00:00:00
918,Cirino e Filhos,69.572.438/0001-40,castrobento@siqueira.com,+55 (071) 4992 1774,"Lago Raquel Campos, 707",Monteiro,SE,60703-769,2024-09-22T00:00:00
919,Oliveira S/A,46.918.537/0001-36,antonellamoura@pires.com,+55 (011) 5702 1689,"Rodovia Aragão, 45",Rocha de Barros,AM,95484852,2024-02-15T00:00:00
920,Fernandes Costela Ltda.,13.670.982/0001-70,ayllaandrade@da.net,81 3265-1676,"Trevo da Cunha, 304",Costela,RJ,80748-513,2025-09-20T00:00:00
921,Sales,49.527.368/0001-00,caldeiralais@dias.net,+55 84 5738 8814,"Viela Sales, 21",Rodrigues,ES,23947-745,2023-11-09T00:00:00
922,Cirino Melo - EI,02.598.314/0001-63,uda-paz@aragao.org,(041) 3416 0837,"Setor Machado, 22",Correia de Porto,SE,07978084,2024-01-06T00:00:00
923,Azevedo,38.107.465/0001-19,imelo@farias.edu.br,84 1671 8539,"Praça Luigi Cunha, 41",da Rosa de Minas,PB,53251-950,2025-04-28T00:00:00
924,Lopes - EI,73.916.805/0001-53,theodorocasa-grande@sa.org,(041) 1324 7143,"Núcleo Aparecida, 405",Rocha do Sul,MA,36479213,2025-04-26T00:00:00
925,Casa Grande Cassiano Ltda.,24.051.839/0001-17,msantos@alves.gov.br,51 0337 0814,"Avenida Maria Cecília Moura, 77",Aragão da Praia,MA,90275-046,2023-06-08T00:00:00
926,Cassiano,62.895.741/0001-35,ebarros@das.com,+55 71 2190 2365,"Colônia de Fernandes, 88",Fogaça de Minas,RR,40177179,2024-01-22T00:00:00
927,Cavalcanti Nogueira S/A,71.829.036/0001-20,urodrigues@ferreira.com,+55 (071) 1107-5521,"Ladeira Vinicius Farias, 713",Duarte,AC,20599581,2026-03-18T00:00:00
928,Ferreira,25.713.640/0001-70,marcos-viniciusramos@farias.org,+55 (081) 5753-7509,"Favela de Farias, 62",Almeida das Pedras,SE,64623618,2024-04-22T00:00:00
929,Cunha Rodrigues Ltda.,97.683.021/0001-90,isouza@dias.net,+55 (011) 1136-7067,"Sítio Andrade, 66",Costa Verde,SP,42362778,2023-12-02T00:00:00
930,Machado,57.183.902/0001-28,albuquerquecatarina@andrade.com,+55 (081) 1768 5594,"Estrada de Ribeiro, 18",Viana de Rocha,PR,22488906,2023-12-16T00:00:00
931,Cassiano Barbosa - EI,92.458.107/0001-04,oliveiraantony@ramos.net,+55 (084) 4044 5689,"Lago Duarte, 6",Casa Grande dos Dourados,PE,36719-746,2023-06-14T00:00:00
932,Martins,02.183.546/0001-50,nathan18@pereira.br,+55 21 2800 9336,"Estrada Pinto, 3",Gonçalves da Praia,PR,10645758,2024-09-01T00:00:00
933,da Cunha Sá - ME,49.780.531/0001-33,paulofernandes@cavalcante.gov.br,(031) 2473 5850,"Rua Isaac Viana, 68",Fernandes de Ferreira,AP,71852-417,2023-06-21T00:00:00
934,Souza,16.403.958/0001-63,xda-rosa@ribeiro.gov.br,+55 41 5456 9388,"Favela Borges, 90",Garcia,SE,73756293,2024-10-06T00:00:00
935,Vieira e Filhos,96.052.148/0001-49,hporto@guerra.com.br,(041) 6352 8457,"Distrito Vieira, 12",Barbosa,SE,66844147,2023-01-01T00:00:00
936,da Costa - EI,59.420.316/0001-85,camila83@lima.edu.br,+55 81 3774 9581,"Morro Ana Laura Aparecida, 46",Duarte da Mata,BA,26680-385,2023-07-07T00:00:00
937,da Paz S.A.,68.957.042/0001-59,oalbuquerque@rodrigues.org,61 4049-8821,"Travessa Maria Fernanda Sá, 3",Souza Verde,RN,28201922,2023-10-17T00:00:00
